region_code,region_name,sido,type,issuer,rank,quadrant,N,R,A,E,resource,NEAR_A,R_KCCI,R3_integratedCare,E3,E3b,IC_total,IC_per10k,IC_special
23020,동구,인천,구,True,92,III,30.277568672068277,18.471145967368372,52.3499061913696,35.45482293467786,32.88069327639611,64.71415207315515,26.82324431568912,10.11904761904762,38.77980514367755,50.0,30,5.0,12
26010,중구,울산,구,False,89,II,34.46058571221478,29.42828250068863,49.70014741356205,33.72764859193706,36.58468349736276,65.9083320700339,27.30894595375821,31.547619047619047,37.61620189292498,35.0,66,3.13,12
26020,남구,울산,구,False,96,III,32.121949724146006,21.59824005915976,51.904650227820966,33.39955076786665,33.64049078693485,64.36732095244724,28.31552773736714,14.88095238095238,32.453402264551606,35.0,38,1.23,7
34010,천안시,충남,시,True,97,III,32.77137190080793,21.69551221295304,49.58791208791208,36.61438836791205,33.792951214180505,64.13012807369574,25.533881568763228,17.857142857142858,54.131479322718505,45.0,43,0.65,16
34550,청양군,충남,군,True,101,III,37.150024820725335,19.81691812979492,43.6374337797102,50.34069269242561,34.59401646542718,62.30400157299198,22.967169592923177,16.666666666666664,84.61538461538461,45.0,41,13.67,11
34540,서천군,충남,군,True,100,II,38.62104444007205,25.276998668396566,43.6374337797102,45.95872880229352,35.955561735264894,62.782935071221665,24.958759241555043,25.59523809523809,58.32360127459207,45.0,56,11.43,8
21100,사하구,부산,구,False,74,I,54.61800917421649,62.473046326837164,44.56445993031359,37.01114771564684,50.734995755082515,67.96419025055263,24.946092653674327,100.0,29.808139656341947,30.0,181,6.09,0
36590,강진군,전남,군,True,98,I,52.60643699171656,45.17274984456984,39.17314806542449,52.667019001174346,45.246436599977365,63.68257440494743,26.655023498663496,63.69047619047619,77.16340947595532,60.0,120,38.71,19
33520,보은군,충북,군,True,103,III,37.73125040410783,20.96891681842046,44.53029092256735,44.97480561209392,34.03880124808289,61.400051005618195,23.485452684459965,18.452380952380956,62.90213208834862,50.0,44,14.19,8
33390,증평군,충북,군,True,105,III,38.22143607507535,23.040457790347197,44.14868667917448,42.37460091995805,34.20646223939809,61.273600594352885,30.60472510450392,15.476190476190476,52.61006633633858,50.0,39,10.83,8
35520,진안군,전북,군,True,107,I,47.70474885706377,30.03360435416912,38.28029092256735,57.85705626181795,39.4634733016008,60.840623987362534,22.56720870833824,37.5,78.76618849963354,60.0,76,31.67,21
34580,태안군,충남,군,True,106,III,38.1439336779027,21.13940462083699,43.6374337797102,44.602426684927615,33.75456888452161,60.86820867777999,24.42166638453112,17.857142857142858,50.18578857039657,45.0,43,7.17,7
22050,북구,대구,구,False,94,I,46.37895551979562,43.97386253153725,51.70865719646208,27.741355102035868,42.23617407363935,64.40880076176198,35.56677268212212,52.38095238095239,22.952773191554567,25.0,101,2.38,0
34570,예산군,충남,군,True,111,III,39.12835208592299,20.47557573253623,43.6374337797102,45.28960558930811,33.62764061088139,60.150629359327596,27.26067527459627,13.690476190476192,54.3088619966796,45.0,36,4.74,7
33540,영동군,충북,군,True,114,III,38.41369997531208,17.872279571375977,44.53029092256735,45.96604513215166,32.89312436692731,59.844904381740065,23.244559142751957,12.5,68.84956920869504,50.0,34,7.91,6
33560,괴산군,충북,군,True,117,III,37.62512992716962,15.975368560330509,44.53029092256735,45.79918940544585,31.997800480280397,59.42272252397863,23.022165692089587,8.928571428571429,67.84843484846014,50.0,28,7.78,7
34080,당진시,충남,시,True,104,II,40.31231465787157,27.213905429320903,48.18078263200214,35.433231353609685,35.55880007119747,61.37141127647453,30.618287049118003,23.809523809523807,45.170616582489046,45.0,53,3.17,7
33530,옥천군,충북,군,True,115,III,38.266166629324815,18.653697754746013,44.53029092256735,43.636131543471,32.66228415227366,59.702584174678776,23.021681223777737,14.285714285714285,54.87008767661105,50.0,37,7.55,10
34510,금산군,충남,군,True,118,III,38.22330834358007,17.416983462754136,43.6374337797102,44.940280878784826,32.16394291184863,59.22995790570059,24.11968121122256,10.714285714285714,52.21291373353995,45.0,31,6.33,10
33580,단양군,충북,군,True,119,III,36.9564846456484,13.828669850206854,44.53029092256735,44.72182591376927,30.76244518780561,58.58855440041657,21.704958748032755,5.952380952380952,61.38425389840071,50.0,23,8.52,10
36580,장흥군,전남,군,True,108,I,52.884248321587314,37.69894066084707,39.17314806542449,54.38772995761983,42.31340020641349,60.582851213461105,22.42169084550366,52.97619047619048,87.48767521462823,60.0,102,32.9,20
34530,부여군,충남,군,True,120,III,38.8755610311027,16.11681111901999,43.6374337797102,45.909577026594455,31.821189394120672,58.495852775459056,22.709812714230456,9.523809523809524,58.02869062039768,45.0,29,4.83,6
35550,임실군,전북,군,True,123,I,48.03605180945623,24.786446094447907,38.28029092256735,57.58075813506603,37.03317755303827,58.211546467364535,22.78717790318153,26.785714285714285,77.10839973912195,60.0,58,23.2,7
22060,수성구,대구,구,False,99,II,42.34360879890399,40.56108292951163,46.64299115518628,26.87766432405621,38.96480074585017,63.55863546650777,27.55073728759468,53.57142857142857,26.650601328952664,25.0,103,2.54,0
34360,홍성군,충남,군,True,122,III,43.56023223068924,21.932900617098962,44.61605467703029,44.473656864878144,34.37303589702316,58.236896558609615,29.58008694848364,14.285714285714285,53.56628917969522,45.0,37,3.85,6
21130,연제구,부산,구,False,112,I,46.13340501117555,29.86954487707512,51.36558563387832,35.5429196353521,37.73670079368532,60.05665778698,27.000994516055005,32.73809523809524,31.70922887219261,30.0,68,3.45,0
35580,부안군,전북,군,True,121,I,48.95921368200813,27.123473193075565,38.28029092256735,55.7110736412475,37.61741862396609,58.241890414761215,21.50885114805589,32.73809523809524,65.8902927762108,60.0,68,13.88,6
21060,동래구,부산,구,False,116,I,45.9840637778532,28.47110384903811,51.8815331010453,34.928590182942806,37.10860420811644,59.51816594140452,28.96601722188574,27.97619047619048,28.36710416030062,30.0,60,2.24,0
35560,순창군,전북,군,True,141,IV,47.897146144520846,16.03926667036291,38.28029092256735,59.95350880374513,33.690134479369796,54.95184679265729,21.9594857216782,10.11904761904762,91.34490375119654,60.0,30,11.54,5
35310,완주군,전북,군,True,137,I,52.36044181894825,22.585960739233172,41.93245778611632,56.31329633655493,36.82174375262856,55.40547866125961,29.100492907037776,16.071428571428573,62.96159594855062,60.0,40,4.17,7
36600,해남군,전남,군,True,125,I,54.02827882906752,34.89536765441146,39.17314806542449,52.18043958091523,40.49996975934131,58.083002461900804,23.95740197548959,45.83333333333333,74.2439329544006,60.0,90,14.29,12
35020,군산시,전북,시,True,102,I,58.00457701147382,54.85039091502215,35.36585365853658,45.00414761860069,46.54346891397111,61.74072270708682,27.557924687187167,82.14285714285714,53.38645172695924,60.0,151,5.94,0
22070,달서구,대구,구,False,109,I,50.70515581340461,42.446056044010845,49.035111230233184,28.6651371245207,40.97754287000501,60.55444938196224,30.130207326116924,54.761904761904766,22.68581721820183,25.0,105,2.02,0
36370,화순군,전남,군,True,113,I,64.69317221519962,56.96228263316825,36.72775395336371,48.74818070779384,48.83839854788329,60.02249521876352,36.54361288538412,77.38095238095238,67.3340795605493,60.0,143,23.83,84
22020,동구,대구,구,False,110,I,51.267526236442464,42.31425657022605,50.02010184937014,27.72720633977984,40.97924759635772,60.21873185449225,31.65232266426161,52.97619047619048,28.860635922645947,25.0,102,3.06,0
38560,하동군,경남,군,True,127,IV,46.55085814266714,26.047815465213567,43.6374337797102,41.39596052146806,35.16173722362618,57.2312223380259,24.714678549474755,27.380952380952383,48.67977698869996,25.0,59,14.39,22
35540,장수군,전북,군,True,150,IV,47.25007006562934,15.458601929931095,38.28029092256735,56.6870826067472,32.612228796926,54.26218675754839,20.79815624081457,10.11904761904762,71.74634656920901,60.0,30,14.29,2
34050,서산시,충남,시,True,131,III,40.16642172285709,18.098766752783465,45.22581077459126,34.61217009988865,30.365230796102104,56.26537776238786,29.054676362709788,7.142857142857142,45.95219820463893,45.0,25,1.43,6
35570,고창군,전북,군,True,159,IV,49.79351043972559,16.423116778742077,38.28029092256735,58.66320130203644,33.540290152713254,53.6641838888779,22.13194784319844,10.714285714285714,83.60305874094445,60.0,31,6.08,5
38520,함안군,경남,군,True,128,IV,46.23594778427326,26.22451488017749,43.6374337797102,39.04896302539671,34.65450258634211,56.912933915778154,23.877601188926413,28.57142857142857,34.597792012271846,25.0,61,10.17,10
38510,의령군,경남,군,True,142,III,45.07034807416335,17.897874945621048,43.6374337797102,43.09389193089257,31.918746842165675,54.87653799766767,25.67670227219448,10.11904761904762,58.867365445247,25.0,30,12.0,19
21020,서구,부산,구,False,129,I,53.79829891918684,33.75709601802522,46.95658000536049,39.06790097636821,39.04464245381155,56.76566310229944,30.014192036050453,37.5,37.81339805317848,30.0,76,7.45,0
38090,거제시,경남,시,True,133,III,39.82615512630056,17.32884882214298,47.055079067274185,32.15566574806276,29.953422127162288,56.057729051381955,23.94341193000025,10.714285714285714,31.98007486264816,25.0,31,1.32,0
36670,진도군,전남,군,True,155,IV,52.1155219398642,21.65008039547829,39.17314806542449,55.03371684056906,35.252909807734845,53.98359664381633,21.87158936238515,21.428571428571427,91.36359651232362,60.0,49,17.5,14
